IR,QC,QD,Tavg,Tmin,Tmax,chargetime,cycle,battery_id,cycle_life,C1,Q1,C2,Temperature_Range,Normalized_IR,Cycle_Percentage,Charge_Discharge_Ratio
0.01663268,1.0764092,1.0766066,31.571688145756475,29.350309,35.235664,13.343013333333268,35,b1c0,1190.0,3.6,80.0,3.6,5.885355000000001,0.2280409243007794,43.20987654320987,1.0001833875072788
0.016625162,1.0765214,1.076661,31.579712059397032,29.325739,35.260101,13.425484999999751,36,b1c0,1190.0,3.6,80.0,3.6,5.934362,0.22063589418999247,44.44444444444444,1.0001296769390744
0.016602948,1.0765092,1.0766382,31.473368785392186,29.201336,35.136036,13.341066666666302,37,b1c0,1190.0,3.6,80.0,3.6,5.934699999999996,0.19875569481768798,45.67901234567901,1.0001198317673459
0.016602872,1.0765126,1.0766717,31.471091381672583,29.242462,35.393112,13.341919999999906,38,b1c0,1190.0,3.6,80.0,3.6,6.150650000000002,0.19868083683838417,46.913580246913575,1.0001477920462796
0.016581442,1.0765518,1.0766507,31.56527386050719,29.212128,35.26786,13.425228333333022,39,b1c0,1190.0,3.6,80.0,3.6,6.055731999999999,0.17757285662101874,48.148148148148145,1.0000918673862234
0.016590878,1.0765756,1.0767151,31.562168991928303,29.205654,35.238396,13.342238333333322,40,b1c0,1190.0,3.6,80.0,3.6,6.0327420000000025,0.18686706573586084,49.382716049382715,1.0001295775233991
0.016559757,1.076576,1.0766989,31.54893319642851,29.21929,35.310982,13.340851666666762,41,b1c0,1190.0,3.6,80.0,3.6,6.091692000000002,0.15621370818362043,50.617283950617285,1.000114158220135
0.016573889,1.0764952,1.0766598,31.59745720145851,29.238398,35.424267,13.341250000000096,42,b1c0,1190.0,3.6,80.0,3.6,6.185869,0.1701333524408192,51.85185185185185,1.0001529036079306
0.016602637,1.0764656,1.0766748,31.58064426630442,29.266811,35.353485,13.425753333333706,43,b1c0,1190.0,3.6,80.0,3.6,6.086673999999999,0.1984493680865827,53.086419753086425,1.000194339698361
0.016602065,1.0720551,1.0768414,31.57261060142981,29.31262,35.307877,13.407648333333295,44,b1c0,1190.0,3.6,80.0,3.6,5.995256999999999,0.1978859632949659,54.32098765432099,1.0044646026123096
0.016606055,1.0754313,1.0766555,31.59582621453912,29.342947,35.441296,13.35760333,45,b1c0,1190.0,3.6,80.0,3.6,6.0983490000000025,0.20181600720851356,55.55555555555556,1.0011383339874895
0.016631251,1.0765792,1.0766659,31.633069884341587,29.447943,35.351688,13.425145000000096,46,b1c0,1190.0,3.6,80.0,3.6,5.903745000000004,0.22663339729515056,56.79012345679012,1.0000805328581492
0.016629409,1.0759525,1.0766661,31.67307748,29.401375,35.455856,13.427131666666536,47,b1c0,1190.0,3.6,80.0,3.6,6.054480999999996,0.2248190762704026,58.0246913580247,1.000663226304135
0.016618473,1.075521,1.0743055,31.670769690812737,29.550148,35.439571,13.44453166666693,48,b1c0,1190.0,3.6,80.0,3.6,5.889423000000001,0.2140474070376882,59.25925925925925,0.9988698500540668
0.016619267,1.076604,1.0768253,31.64981431960607,29.412422,35.43576,13.341086666666769,49,b1c0,1190.0,3.6,80.0,3.6,6.0233380000000025,0.21482947592674806,60.49382716049383,1.0002055537597856
0.016621681,1.0766364,1.0767562,31.62065363546356,29.474648,35.352997,13.341835000000234,50,b1c0,1190.0,3.6,80.0,3.6,5.878349000000004,0.2172072017431128,61.72839506172839,1.0001112724778765
0.016628899,1.0765935,1.0767081,31.627471,29.535851,35.267384,13.42596500000024,51,b1c0,1190.0,3.6,80.0,3.6,5.731532999999999,0.22431673983032324,62.96296296296296,1.0001064468622558
0.016593309,1.0765553,1.076677,31.582648144534723,29.41398,35.174698,13.426603333333333,52,b1c0,1190.0,3.6,80.0,3.6,5.760718000000001,0.1892615361002296,64.19753086419753,1.000113045748788
0.017038831,1.0750588,1.0753012,31.668844081576545,29.853098,34.307796,13.426056666666652,2,b1c1,1179.0,3.6,80.0,3.6,4.454698000000004,0.6280888605239279,2.4691358024691357,1.0002254760390779
0.017009802,1.0764499,1.0766124,31.72273993923145,29.857759,34.418705,13.341520000000006,3,b1c1,1179.0,3.6,80.0,3.6,4.560946000000001,0.5994960673494147,3.7037037037037033,1.0001509591853739
0.016928403,1.0771132,1.0772982,31.74825823703707,30.133654,34.707664,13.425829999999982,4,b1c1,1179.0,3.6,80.0,3.6,4.574010000000001,0.5193202165928542,4.938271604938271,1.000171755392098
0.016915262,1.0777587,1.0781505,31.77312162200526,29.960548,34.595493,13.426093333333364,5,b1c1,1179.0,3.6,80.0,3.6,4.634944999999998,0.5063766809868632,6.172839506172839,1.0003635322080908
0.016859178,1.0783504,1.078544,31.767231353211084,30.106787,34.626579,13.426250000000012,6,b1c1,1179.0,3.6,80.0,3.6,4.519791999999999,0.4511354321529576,7.4074074074074066,1.0001795334800265
0.016852375,1.0788049,1.0789695,31.712690634301303,29.848293,34.447521,13.42596333333331,7,b1c1,1179.0,3.6,80.0,3.6,4.599228,0.4444346580316925,8.641975308641975,1.0001525762443237
0.016839281,1.0791525,1.07938,31.714302966549216,29.871897,34.310184,13.426071666666695,8,b1c1,1179.0,3.6,80.0,3.6,4.438286999999999,0.43153741617606445,9.876543209876543,1.0002108135782477
0.016874602,1.0793617,1.0795895,31.673564417582405,29.99555,34.489933,13.341719999999986,9,b1c1,1179.0,3.6,80.0,3.6,4.494382999999999,0.46632766205835197,11.11111111111111,1.0002110506607749
0.016867684,1.0795659,1.0797766,31.66595642236018,30.065199,34.358963,13.42640666666666,10,b1c1,1179.0,3.6,80.0,3.6,4.293764000000003,0.45951361599471807,12.345679012345679,1.0001951710405081
0.01688916,1.0797709,1.0800153,31.601958674796776,29.791494,34.46941,13.426091666666617,11,b1c1,1179.0,3.6,80.0,3.6,4.677916000000003,0.4806669049890283,13.580246913580247,1.000226344310631
0.016849255,1.0791099,1.0823009,31.590686027548127,29.823479,34.495018,13.426081666666626,13,b1c1,1179.0,3.6,80.0,3.6,4.671539000000003,0.4413615409865153,16.049382716049383,1.0029570667454724
0.016842199,1.0804566,1.0819396,31.50268427650171,29.696899,34.43034,13.341535000000052,14,b1c1,1179.0,3.6,80.0,3.6,4.733441000000003,0.43441156859203334,17.28395061728395,1.0013725678569596
0.016924184,1.0809183,1.0818352,31.23530761461186,29.476723,33.824818,13.425685000000035,15,b1c1,1179.0,3.6,80.0,3.6,4.348095000000001,0.515164613767977,18.51851851851852,1.0008482602246627
0.01685242,1.0812497,1.0819743,31.21625401203707,29.462755,33.771145,13.341183333333417,16,b1c1,1179.0,3.6,80.0,3.6,4.308389999999996,0.4444789818352293,19.753086419753085,1.000670150474955
0.01684615,1.0814323,1.0820032,31.225308760948984,29.322411,33.882912,13.34149167,17,b1c1,1179.0,3.6,80.0,3.6,4.560500999999999,0.438303198542516,20.98765432098765,1.0005279109935963
0.016867276,1.0815635,1.0819749,31.30198845117529,29.410753,33.919044,13.34121166666664,18,b1c1,1179.0,3.6,80.0,3.6,4.508291,0.45911174684265593,22.22222222222222,1.000380375262294
0.016879793,1.081516,1.0818729,31.292833855847707,29.24111,34.371075,13.341374999999973,19,b1c1,1179.0,3.6,80.0,3.6,5.1299649999999986,0.4714406590396102,23.456790123456788,1.0003299997411041
0.016865704,1.081542,1.0818582,31.356249729754325,29.244019,34.231895,13.34181166666652,20,b1c1,1179.0,3.6,80.0,3.6,4.987876,0.457563368639122,24.691358024691358,1.0002923603521638
0.016848492,1.0816178,1.0818721,31.27763019207056,29.339848,34.072666,13.341540000000046,21,b1c1,1179.0,3.6,80.0,3.6,4.732817999999998,0.4406100062732225,25.925925925925924,1.0002351107757286
0.016865563,1.0816784,1.0819227,31.348538161347484,29.400738,34.101273,13.425868333333346,22,b1c1,1179.0,3.6,80.0,3.6,4.700534999999999,0.4574244873880432,27.160493827160494,1.0002258527118597
0.016898695,1.0817027,1.0819179,31.359074997214464,29.510458,34.251583,13.425950000000013,23,b1c1,1179.0,3.6,80.0,3.6,4.741124999999997,0.49005862647164666,28.39506172839506,1.0001989456067737
0.016915269,1.0818021,1.0820436,31.37927710971213,29.569324,34.340435,13.341783333333296,24,b1c1,1179.0,3.6,80.0,3.6,4.771110999999998,0.5063835758007464,29.629629629629626,1.0002232386126815
0.016898235,1.0818515,1.0820177,31.388686044343963,29.556892,34.349102,13.425841666666626,25,b1c1,1179.0,3.6,80.0,3.6,4.792210000000001,0.48960553870216794,30.864197530864196,1.000153625520693
0.016927879,1.0819179,1.0820863,31.3779083,29.582666,34.200966,13.425928333333284,26,b1c1,1179.0,3.6,80.0,3.6,4.618300000000001,0.5188040905250085,32.098765432098766,1.000155649518323
0.016943928,1.0819485,1.0821023,31.33365510332436,29.60033,34.081303,13.341041666666811,27,b1c1,1179.0,3.6,80.0,3.6,4.480972999999999,0.534611928812851,33.33333333333333,1.0001421509434139
0.016916716,1.0818509,1.0820186,31.297650786425265,29.729218,33.98497,13.425700000000022,28,b1c1,1179.0,3.6,80.0,3.6,4.2557519999999975,0.5078088323277872,34.5679012345679,1.0001550121185832
0.016921116,1.0818087,1.0819744,31.201734129148026,29.322596,33.94096,13.34125167,29,b1c1,1179.0,3.6,80.0,3.6,4.618363999999996,0.5121427153402198,35.80246913580247,1.0001531694097117
0.016912661,1.0818278,1.081928,31.16074336058129,29.487072,33.869808,13.341134999999973,30,b1c1,1179.0,3.6,80.0,3.6,4.382735999999998,0.5038147651424679,37.03703703703704,1.0000926210252685
0.016881937,1.0818098,1.0819486,31.19230094712432,29.398109,33.97496,13.425588333333144,31,b1c1,1179.0,3.6,80.0,3.6,4.576851000000001,0.47355244203475744,38.2716049382716,1.0001283035150912
0.016897265,1.0817567,1.0819107,31.162734630952382,29.340395,33.819191,13.341533333333064,32,b1c1,1179.0,3.6,80.0,3.6,4.478795999999996,0.4886501144926098,39.50617283950617,1.000142361031829
0.016909005,1.0817947,1.081911,31.17611429835764,29.467905,33.953903,13.34148000000035,33,b1c1,1179.0,3.6,80.0,3.6,4.485997999999999,0.5002137023485048,40.74074074074074,1.0001075065352047
0.016895171,1.0816904,1.0819156,31.19555849017863,29.459595,33.922104,13.341586666666748,34,b1c1,1179.0,3.6,80.0,3.6,4.462508999999997,0.48658758016805637,41.9753086419753,1.0002081926584538
0.016911024,1.0817184,1.0819073,31.23459042543857,29.37406,34.248459,13.425790000000172,35,b1c1,1179.0,3.6,80.0,3.6,4.874398999999997,0.5022023636671624,43.20987654320987,1.0001746295523861
0.016910369,1.0816765,1.0818235,31.17703952777779,29.410753,34.155346,13.425944999999777,36,b1c1,1179.0,3.6,80.0,3.6,4.744593000000002,0.5015572060823587,44.44444444444444,1.000135900151293
0.016912961,1.0816363,1.0818033,31.191736043755697,29.277557,34.20961,13.425541666666684,37,b1c1,1179.0,3.6,80.0,3.6,4.932052999999996,0.5041102571660445,45.67901234567901,1.0001543957058394
0.016940473,1.0815654,1.081722,31.22800655175514,29.457203,34.094833,13.426200000000245,38,b1c1,1179.0,3.6,80.0,3.6,4.6376300000000015,0.5312088456746814,46.913580246913575,1.0001447901347438
0.016946923,1.0816135,1.0817708,31.271295301971325,29.448704,34.010208,13.34153166666656,39,b1c1,1179.0,3.6,80.0,3.6,4.561503999999999,0.5375619241815386,48.148148148148145,1.000145430877111
0.016952233,1.0816038,1.0817635,31.191166256913505,29.520357,33.995495,13.425961666666748,40,b1c1,1179.0,3.6,80.0,3.6,4.475137999999998,0.5427921329988147,49.382716049382715,1.0001476511084744
0.016949521,1.0816664,1.0818429,31.164766139555613,29.464182,34.014168,13.341638333333442,41,b1c1,1179.0,3.6,80.0,3.6,4.549985999999997,0.5401208851056962,50.617283950617285,1.0001631741542494
0.016895877,1.0816883,1.0818409,31.224820560688457,29.731627,34.013233,13.341494999999608,42,b1c1,1179.0,3.6,80.0,3.6,4.281606,0.48728297139686877,51.85185185185185,1.0001410757609193
0.016905738,1.0816795,1.0818423,31.238675140414085,29.755728,33.943478,13.425850000000112,43,b1c1,1179.0,3.6,80.0,3.6,4.187749999999998,0.49699579421177364,53.086419753086425,1.0001505066889038
0.016932981,1.0817223,1.081903,31.259180281742395,29.705229,33.930916,13.425883333333577,44,b1c1,1179.0,3.6,80.0,3.6,4.225687000000004,0.5238294248726044,54.32098765432099,1.0001670484189888
0.016912622,1.0817709,1.0819272,31.28449066574329,29.654339,33.960567,13.425884999999834,45,b1c1,1179.0,3.6,80.0,3.6,4.306227999999997,0.503776351179403,55.55555555555556,1.0001444853064545
0.016880551,1.08169,1.0817856,31.226266816163424,29.454004,34.086346,13.34145166666664,46,b1c1,1179.0,3.6,80.0,3.6,4.632341999999998,0.4721872688858426,56.79012345679012,1.000088380219841
0.016879074,1.0816364,1.0818145,31.25448213035721,29.454102,34.068233,13.425543333333431,47,b1c1,1179.0,3.6,80.0,3.6,4.614131,0.4707324631564428,58.0246913580247,1.000164657920166
0.016909629,1.0817144,1.0818409,31.31911764637425,29.39904,34.234879,13.425786666666196,48,b1c1,1179.0,3.6,80.0,3.6,4.835839,0.5008283257575382,59.25925925925925,1.0001169439918707
0.016876182,1.0816138,1.0818337,31.355046584699373,29.374508,34.234955,13.34118499999992,49,b1c1,1179.0,3.6,80.0,3.6,4.860447000000001,0.4678839200491805,60.49382716049383,1.0002033073172698
0.016904702,1.0816004,1.0817146,31.38417974090917,29.474007,34.193218,13.34124833333335,50,b1c1,1179.0,3.6,80.0,3.6,4.719211000000001,0.4959753617570291,61.72839506172839,1.0001055842804794
0.016857531,1.0816257,1.0816857,31.40515379360741,29.572584,34.46772,13.341170000000178,51,b1c1,1179.0,3.6,80.0,3.6,4.895136000000001,0.44951318094353127,62.96296296296296,1.0000554720547044
0.016901439,1.081517,1.0816711,31.36163125045712,29.534273,34.16391,13.341290000000056,52,b1c1,1179.0,3.6,80.0,3.6,4.6296370000000024,0.49276139351394693,64.19753086419753,1.000142485046467
0.016592897,1.0746185,1.0752757,33.43886039000011,30.554556,36.897945,11.73492166666668,2,b1c10,906.0,5.4,50.0,3.0,6.343388999999998,0.18885572705451847,2.4691358024691357,1.0006115658719816
0.016550891,1.0756552,1.0762031,33.483850706096575,30.641518,36.926151,11.651226666666664,3,b1c10,906.0,5.4,50.0,3.0,6.284632999999996,0.14748093391357228,3.7037037037037033,1.0005093639671896
0.016571298,1.0760249,1.076798,33.47077766606015,30.650965,36.801983,11.735163333333336,4,b1c10,906.0,5.4,50.0,3.0,6.1510180000000005,0.1675812863305448,4.938271604938271,1.0007184777973075
0.016533937,1.0766034,1.0774403,33.530111325345686,30.776867,36.92947,11.734850000000003,5,b1c10,906.0,5.4,50.0,3.0,6.152603000000003,0.1307816946879432,6.172839506172839,1.0007773521800134
0.016491856,1.0772562,1.0779266,33.50389700719427,30.624756,36.870781,11.735015000000022,6,b1c10,906.0,5.4,50.0,3.0,6.2460249999999995,0.08933302854110116,7.4074074074074066,1.000622321783806
0.016484424,1.0778884,1.0786115,33.53444101,30.702646,36.826714,11.651436666666692,7,b1c10,906.0,5.4,50.0,3.0,6.124068000000001,0.08201270614374227,8.641975308641975,1.000670848670419
0.016480051,1.0782876,1.078968,33.51561455,30.639105,36.886253,11.73490500000001,8,b1c10,906.0,5.4,50.0,3.0,6.247148000000003,0.07770541741343111,9.876543209876543,1.0006310004863266
0.016467327,1.0785944,1.0792266,33.473719708746735,30.792782,36.944916,11.651514999999987,9,b1c10,906.0,5.4,50.0,3.0,6.152134,0.06517261572021157,11.11111111111111,1.0005861332118913
0.01646658,1.0788292,1.0795403,33.46434414,30.756222,36.947571,11.735158333333311,10,b1c10,906.0,5.4,50.0,3.0,6.191349000000002,0.06443684058151135,12.345679012345679,1.0006591404830347
0.01646856,1.0790125,1.0797315,33.40600653272727,30.741661,36.83522,11.651694999999988,11,b1c10,906.0,5.4,50.0,3.0,6.093558999999999,0.06638708793710395,13.580246913580247,1.0006663500191149
0.016643427,1.0757337,1.075829,32.826765841818094,30.301788,36.596527,11.65177333333316,13,b1c10,906.0,5.4,50.0,3.0,6.294739000000003,0.23862643355864055,16.049382716049383,1.0000885906986088
0.016488304,1.079211,1.079682,33.28291942640506,30.429893,36.674332,11.735821666666745,14,b1c10,906.0,5.4,50.0,3.0,6.244439,0.08583440298197466,17.28395061728395,1.000436429947434
0.016466245,1.0802435,1.0807199,33.33681580109488,30.374638,36.701111,11.73514833,15,b1c10,906.0,5.4,50.0,3.0,6.3264729999999965,0.06410687448851883,18.51851851851852,1.0004410116793114
0.016516954,1.0804377,1.0809921,33.10930577808223,30.155146,36.602112,11.651861666666568,16,b1c10,906.0,5.4,50.0,3.0,6.446966,0.11405389123337335,19.753086419753085,1.0005131253750217
0.016510082,1.0806892,1.0812187,33.14846133518002,30.165552,36.567257,11.651660000000025,17,b1c10,906.0,5.4,50.0,3.0,6.401704999999996,0.10728515394668421,20.98765432098765,1.000489965107452
0.01651424,1.0808566,1.0814346,33.106096102003626,30.245504,36.689816,11.651788333333146,18,b1c10,906.0,5.4,50.0,3.0,6.444312,0.1113806733934321,22.22222222222222,1.0005347610404562
0.016494287,1.0809444,1.0815499,33.10628836272728,30.141638,36.595348,11.734980000000116,19,b1c10,906.0,5.4,50.0,3.0,6.453710000000001,0.09172749890546993,23.456790123456788,1.0005601583208166
0.016522102,1.0810454,1.0816516,33.09954341839493,30.243607,36.680359,11.735071666666771,20,b1c10,906.0,5.4,50.0,3.0,6.436752000000002,0.11912453435791755,24.691358024691358,1.0005607535076695
0.016524145,1.0811632,1.0817965,33.08861032068651,30.235731,36.783504,11.651770000000154,21,b1c10,906.0,5.4,50.0,3.0,6.547772999999999,0.12113683503846238,25.925925925925924,1.000585758005822
0.016513627,1.0812671,1.0818614,33.107972482014425,30.229649,36.753082,11.651484999999957,22,b1c10,906.0,5.4,50.0,3.0,6.523433000000001,0.11077688469192751,27.160493827160494,1.0005496329260364
0.016508348,1.0813242,1.0819616,33.14823349178837,30.189486,36.726429,11.652034999999888,23,b1c10,906.0,5.4,50.0,3.0,6.536943000000004,0.10557721005042188,28.39506172839506,1.0005894624387395
0.016518211,1.081388,1.0820825,33.134724632204914,30.291403,36.792656,11.735429999999903,24,b1c10,906.0,5.4,50.0,3.0,6.501253000000002,0.11529200281215295,29.629629629629626,1.0006422301708546
0.016520184,1.0814518,1.0821253,33.171130119199184,30.357611,36.740273,11.735285000000053,25,b1c10,906.0,5.4,50.0,3.0,6.382662000000003,0.11723535535386236,30.864197530864196,1.000622773941474
0.016517488,1.0816045,1.0822605,33.22028867915906,30.403835,36.691628,11.651536666666653,26,b1c10,906.0,5.4,50.0,3.0,6.287793000000001,0.11457986703533651,32.098765432098766,1.0006065063523681
0.016529866,1.0816967,1.0823424,33.21363877817852,30.459284,36.737526,11.651915000000008,27,b1c10,906.0,5.4,50.0,3.0,6.278242000000002,0.12677186792803474,33.33333333333333,1.0005969325782356
0.016522929,1.081718,1.0824169,33.22714108974357,30.421097,36.695324,11.652169999999993,28,b1c10,906.0,5.4,50.0,3.0,6.274227,0.1199391073695706,34.5679012345679,1.0006461018490955
0.016516792,1.081746,1.0824099,33.20511016560512,30.43557,36.630547,11.735128333333462,29,b1c10,906.0,5.4,50.0,3.0,6.1949770000000015,0.1138943255406415,35.80246913580247,1.000613730025348
0.016538013,1.0817502,1.08244,33.046358464516075,30.06431,36.493572,11.735303333333286,30,b1c10,906.0,5.4,50.0,3.0,6.429262000000001,0.13479644631491547,37.03703703703704,1.0006376703235182
0.016545575,1.0818006,1.0825157,33.05744721415611,30.283293,36.58289,11.735543333333286,31,b1c10,906.0,5.4,50.0,3.0,6.299596999999999,0.14224481525582441,38.2716049382716,1.0006610275498091
0.01652175,1.0818222,1.0825795,33.09110253725852,30.297462,36.724018,11.651663333333271,32,b1c10,906.0,5.4,50.0,3.0,6.4265560000000015,0.11877782371692444,39.50617283950617,1.00070002261
0.016518844,1.081865,1.0825913,33.03077316014899,30.282537,36.455139,11.735026666666815,33,b1c10,906.0,5.4,50.0,3.0,6.172602000000001,0.11591549098189574,40.74074074074074,1.0006713406940793
0.016525554,1.0819128,1.0826315,33.031760399283854,30.170429,36.599316,11.735013333333091,34,b1c10,906.0,5.4,50.0,3.0,6.428887000000003,0.12252466257585302,41.9753086419753,1.0006642864378719
0.016522512,1.0818763,1.0825847,33.061227932371594,30.239243,36.668285,11.651531666666658,35,b1c10,906.0,5.4,50.0,3.0,6.429041999999999,0.11952837345680246,43.20987654320987,1.0006547883524206
0.016510461,1.081869,1.0826018,33.11969258845105,30.319269,36.491947,11.735176666666424,36,b1c10,906.0,5.4,50.0,3.0,6.172678000000005,0.10765845886980213,44.44444444444444,1.0006773463330587
0.01650654,1.0818763,1.0825679,33.04764430353817,30.062696,36.540691,11.651630000000296,37,b1c10,906.0,5.4,50.0,3.0,6.4779950000000035,0.10379637812167852,45.67901234567901,1.0006392597748928
0.016506502,1.0818446,1.0825049,33.05668326875003,30.15004,36.609501,11.65197500000019,38,b1c10,906.0,5.4,50.0,3.0,6.459461000000001,0.10375894913202491,46.913580246913575,1.0006103464397753
