battery_id,cycle,voltage,temperature,capacity,soh,rul,capacity_loss,capacity_retention,voltage_drop_rate,temperature_change_rate,cycle_percentage,source_dataset,Cycle_Index,Test_Time(s)_max,Current(A)_mean,Current(A)_std,Current(A)_min,Current(A)_max,Voltage(V)_mean,Voltage(V)_std,Voltage(V)_min,Voltage(V)_max,Charge_Capacity(Ah)_max,Discharge_Capacity(Ah)_max,Charge_Energy(Wh)_max,Discharge_Energy(Wh)_max,Internal_Resistance(Ohm)_mean,Internal_Resistance(Ohm)_max,degradation_rate,Trip,Date,Route/Area,Weather,Battery Temperature (Start) [°C],Battery Temperature (End),Battery State of Charge (Start),Battery State of Charge (End),Unnamed: 8,Ambient Temperature (Start) [°C],Target Cabin Temperature,Distance [km],Duration [min],Unnamed: 13,Fan,Note,Average_Speed,temperature_rise,thermal_risk,IR,QC,QD,Tavg,Tmin,Tmax,chargetime,cycle_life,C1,Q1,C2,Temperature_Range,Normalized_IR,Cycle_Percentage,Charge_Discharge_Ratio,ambient_temperature,test_id,uid,filename,Capacity,Re,Rct,Resistance_Ratio,Normalized_Capacity,SOH_Estimate,Health_Class,type_-1,type_0,type_1,health_encoded
B0005,13.0,3.560356688,32.28360689,1.819097595,0.976971317,155.0,0.043052018,97.68804731373643,-0.0001152899999996,-0.0640531999999964,7.738095238095238,SOH_RUL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0005,14.0,3.566431186,32.01589605,1.818805531,0.976814459,154.0,0.0433440819999999,97.67236307451309,0.0060744979999998,-0.2677108399999994,8.333333333333332,SOH_RUL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0005,15.0,3.56563495,32.00004598,1.817299293,0.976005513,153.0,0.0448503199999998,97.59147601852764,-0.0007962359999997,-0.015850069999999,8.928571428571429,SOH_RUL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0005,16.0,3.559994137,31.93459208,1.796895091,0.965047157,152.0,0.0652545219999998,96.49574225698912,-0.0056408130000003,-0.0654539000000014,9.523809523809524,SOH_RUL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0005,17.0,3.558613342,31.95811723,1.817333101,0.976023671,151.0,0.0448165119999999,97.59329155471032,-0.0013807949999997,0.0235251499999975,10.11904761904762,SOH_RUL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0005,18.0,3.559118904,31.96500865,1.808416084,0.971234665,150.0,0.0537335289999998,97.1144354554072,0.0005055619999998,0.0068914200000023,10.714285714285714,SOH_RUL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0005,19.0,3.564278369,31.87500939,1.808138168,0.971085406,149.0,0.0540114449999999,97.0995109832778,0.0051594650000001,-0.0899992600000025,11.30952380952381,SOH_RUL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0005,20.0,3.563243576,32.24684641,1.852376797,0.994844368,148.0,0.0097728159999999,99.47518631522549,-0.001034793,0.3718370200000045,11.904761904761903,SOH_RUL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0005,21.0,3.559804802,32.62250011,1.862149613,1.000092993,147.0,0.0,100.0,-0.0034387740000001,0.3756536999999937,12.5,SOH_RUL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0005,22.0,3.561487669,32.26410763,1.841547557,0.989028376,146.0,0.0206020559999999,98.89364120604633,0.0016828669999999,-0.3583924799999991,13.095238095238097,SOH_RUL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0005,23.0,3.564026339,31.94849105,1.840515964,0.988474345,145.0,0.0216336489999999,98.83824324055534,0.0025386700000002,-0.3156165799999968,13.690476190476192,SOH_RUL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0005,24.0,3.559694165,31.85540777,1.819973236,0.977441592,144.0,0.0421763769999998,97.73507044194736,-0.0043321740000004,-0.0930832800000018,14.285714285714285,SOH_RUL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0005,25.0,3.557595502,31.79193254,1.840332339,0.988375727,143.0,0.0218172739999999,98.82838232504577,-0.0020986629999999,-0.0634752299999981,14.88095238095238,SOH_RUL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0005,26.0,3.565914193,31.65359519,1.828725597,0.982142167,142.0,0.0334240159999998,98.20508428717751,0.0083186909999999,-0.1383373500000004,15.476190476190476,SOH_RUL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0005,27.0,3.562842776,31.56095539,1.820124478,0.977522818,141.0,0.0420251349999998,97.7431923457377,-0.0030714169999996,-0.0926398000000006,16.071428571428573,SOH_RUL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0005,28.0,3.556833231,31.5655865,1.819330167,0.977096222,140.0,0.0428194459999999,97.70053675058816,-0.0060095449999999,0.0046311099999982,16.666666666666664,SOH_RUL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0005,29.0,3.568290947,31.50585068,1.808117474,0.971074292,139.0,0.054032139,97.09839968696436,0.0114577159999997,-0.0597358199999966,17.261904761904763,SOH_RUL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0005,30.0,3.566946127,31.50067989,1.809389854,0.971757641,138.0,0.0527597589999999,97.16672824612615,-0.0013448199999999,-0.005170790000001,17.857142857142858,SOH_RUL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0005,31.0,3.555577852,31.9375352,1.859972232,0.998923601,137.0,0.0021773809999998,99.88307164017333,-0.0113682750000001,0.4368553099999985,18.452380952380956,SOH_RUL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0005,32.0,3.56624961,32.018959,1.833606941,0.98476376,136.0,0.0285426719999999,98.4672191857873,0.0106717579999999,0.0814238000000031,19.047619047619047,SOH_RUL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0005,33.0,3.565151716,31.80299265,1.822825781,0.97897359,135.0,0.039323832,97.88825603885569,-0.0010978939999999,-0.2159663500000022,19.642857142857142,SOH_RUL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0005,34.0,3.564659069,31.39007083,1.812174814,0.973253342,134.0,0.0499747989999999,97.3162844354118,-0.0004926469999997,-0.4129218200000011,20.23809523809524,SOH_RUL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0005,35.0,3.563826424,31.32256717,1.80752671,0.970757014,133.0,0.0546229029999998,97.06667484617414,-0.000832645,-0.0675036599999998,20.833333333333336,SOH_RUL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0005,36.0,3.557943411,31.92433445,1.807520342,0.970753594,132.0,0.054629271,97.06633287579992,-0.005883013,0.6017672800000007,21.428571428571427,SOH_RUL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0005,37.0,3.560662529,31.61184504,1.785686904,0.959027647,131.0,0.0764627089999998,95.89384717177396,0.0027191179999999,-0.3124894100000013,22.02380952380952,SOH_RUL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0005,38.0,3.558624379,31.4469868,1.791061005,0.961913881,130.0,0.0710886079999999,96.182443800234,-0.0020381500000001,-0.1648582399999973,22.61904761904762,SOH_RUL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0005,39.0,3.558098767,31.27596798,1.781193151,0.956614215,129.0,0.0809564619999998,95.6525264439104,-0.0005256119999996,-0.1710188200000004,23.214285714285715,SOH_RUL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0005,40.0,3.555129331,31.52557286,1.775965654,0.953806716,128.0,0.0861839589999999,95.37180265225015,-0.0029694360000003,0.2496048799999997,23.809523809523807,SOH_RUL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0005,41.0,3.562407505,32.01143948,1.770784907,0.951024325,127.0,0.091364706,95.09358940000487,0.007278174,0.4858666199999994,24.404761904761905,SOH_RUL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0005,42.0,3.555763764,32.25414816,1.759556355,0.944993877,126.0,0.1025932579999999,94.4906006862296,-0.0066437409999999,0.2427086799999998,25.0,SOH_RUL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0005,43.0,3.56081173,31.80684129,1.772959448,0.952192192,125.0,0.0891901649999999,95.21036524791846,0.0050479660000002,-0.4473068699999984,25.59523809523809,SOH_RUL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0005,44.0,3.557100057,31.69204479,1.765608591,0.948244313,124.0,0.096541022,94.81561409856492,-0.0037116730000001,-0.1147965000000006,26.190476190476197,SOH_RUL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0005,45.0,3.54916717,31.4421047,1.75985743,0.945155573,123.0,0.1022921829999998,94.5067688285689,-0.0079328869999999,-0.249940089999999,26.785714285714285,SOH_RUL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0005,46.0,3.552645245,31.29942787,1.744776071,0.937055923,122.0,0.1173735419999999,93.69687907026405,0.0034780749999998,-0.1426768300000027,27.380952380952383,SOH_RUL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0005,47.0,3.551906327,31.3054451,1.738996153,0.933951738,121.0,0.1231534599999999,93.38648950974488,-0.0007389179999996,0.0060172300000012,27.97619047619048,SOH_RUL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0005,48.0,3.564861551,34.24255324,1.79653069,0.96485145,120.0,0.0656189229999999,96.47617342119544,0.0129552239999997,2.9371081399999994,28.57142857142857,SOH_RUL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0005,49.0,3.562942517,33.42451918,1.786078116,0.959237752,119.0,0.0760714969999998,95.91485579520942,-0.0019190339999997,-0.8180340600000022,29.166666666666668,SOH_RUL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0005,50.0,3.558978564,32.65292546,1.770280153,0.95075324,118.0,0.0918694599999998,95.06648341472444,-0.0039639530000004,-0.7715937199999985,29.761904761904763,SOH_RUL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0005,51.0,3.558450567,32.20140726,1.759959835,0.945210571,117.0,0.1021897779999998,94.51226811816866,-0.0005279969999998,-0.4515181999999953,30.35714285714285,SOH_RUL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0005,52.0,3.552628429,31.97218979,1.744080389,0.936682297,116.0,0.1180692239999998,93.65951998831147,-0.005822138,-0.2292174700000018,30.952380952380956,SOH_RUL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0005,53.0,3.548858076,32.06789612,1.74462563,0.936975126,115.0,0.1175239829999998,93.6888001812774,-0.0037703529999997,0.0957063299999987,31.547619047619047,SOH_RUL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0005,54.0,3.549672607,32.41186556,1.74458746,0.936954626,114.0,0.1175621529999999,93.68675039968446,0.000814531,0.3439694400000022,32.142857142857146,SOH_RUL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0005,55.0,3.550412136,32.07523535,1.734542329,0.931559751,113.0,0.127607284,93.14731302419791,0.0007395289999996,-0.3366302100000027,32.73809523809524,SOH_RUL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0005,56.0,3.549476639,31.98995106,1.718700935,0.923051913,112.0,0.1434486779999999,92.29660833917109,-0.0009354969999999,-0.0852842900000006,33.33333333333333,SOH_RUL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0005,57.0,3.550633378,31.85035063,1.713442591,0.920227847,111.0,0.1487070219999999,92.014228021108,0.0011567390000002,-0.139600429999998,33.92857142857143,SOH_RUL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0005,58.0,3.544294911,32.17350639,1.708977153,0.917829623,110.0,0.1531724599999999,91.77442784775856,-0.0063384669999999,0.3231557599999988,34.523809523809526,SOH_RUL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0005,59.0,3.543904921,32.54849276,1.697587213,0.911712499,109.0,0.1645623999999999,91.16277237601317,-0.0003899899999999,0.374986370000002,35.11904761904761,SOH_RUL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0005,60.0,3.539954665,32.3663968,1.691842475,0.908627209,108.0,0.1703071379999998,90.85427202996712,-0.0039502560000004,-0.1820959600000051,35.714285714285715,SOH_RUL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0005,61.0,3.54404265,32.22136771,1.687799886,0.906456081,107.0,0.1743497269999998,90.6371794305445,0.0040879850000004,-0.1450290899999942,36.30952380952381,SOH_RUL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0005,62.0,3.541642662,32.09430003,1.677458771,0.900902243,106.0,0.1846908419999999,90.08184730643336,-0.002399988,-0.1270676800000032,36.90476190476191,SOH_RUL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0005,63.0,3.538897682,32.28920157,1.671866934,0.89789907,105.0,0.1902826789999998,89.78155795476354,-0.0027449800000001,0.1949015400000036,37.5,SOH_RUL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0005,64.0,3.542215797,32.17624463,1.671954341,0.897946014,104.0,0.1901952719999999,89.78625183109817,0.0033181149999998,-0.1129569400000036,38.095238095238095,SOH_RUL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0005,65.0,3.539248284,32.53678379,1.667179559,0.895381651,103.0,0.1949700539999999,89.52983945871593,-0.0029675129999997,0.3605391600000018,38.69047619047619,SOH_RUL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0005,66.0,3.535247083,32.41500251,1.656827637,0.889822009,102.0,0.205321976,88.97392698381427,-0.0040012010000003,-0.1217812800000004,39.285714285714285,SOH_RUL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0005,67.0,3.537989494,32.25788724,1.645627833,0.883807001,101.0,0.2165217799999998,88.37248207724973,0.0027424110000002,-0.1571152699999984,39.88095238095239,SOH_RUL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0005,68.0,3.530709629,32.34452189,1.646079338,0.884049488,100.0,0.2160702749999998,88.39672851786051,-0.0072798650000001,0.0866346500000005,40.47619047619048,SOH_RUL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0005,69.0,3.528938688,32.42278452,1.630000247,0.875413992,99.0,0.232149366,87.53325917642043,-0.0017709409999997,0.0782626299999975,41.07142857142857,SOH_RUL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0005,70.0,3.532374724,32.40850197,1.630708909,0.875794588,98.0,0.2314407039999999,87.57131530225763,0.0034360359999996,-0.0142825499999972,41.66666666666667,SOH_RUL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0005,71.0,3.529959034,32.38433757,1.625052067,0.872756504,97.0,0.237097546,87.26753509251998,-0.0024156899999998,-0.0241644000000036,42.26190476190476,SOH_RUL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0005,72.0,3.52898981,32.41631606,1.614290135,0.866976661,96.0,0.2478594779999998,86.68960451568185,-0.0009692239999998,0.0319784900000001,42.85714285714285,SOH_RUL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0005,73.0,3.527988003,32.37859071,1.609489879,0.864398617,95.0,0.2526597339999998,86.4318241544,-0.0010018070000001,-0.0377253500000023,43.45238095238096,SOH_RUL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0005,74.0,3.524123492,32.4216765,1.609774994,0.864551742,94.0,0.252374619,86.44713522274861,-0.0038645109999997,0.0430857899999992,44.04761904761904,SOH_RUL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0005,75.0,3.525669093,32.36449739,1.593363083,0.8557375,93.0,0.2687865299999998,85.5657929887291,0.0015456009999996,-0.0571791099999998,44.642857142857146,SOH_RUL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0005,76.0,3.523723637,32.34308994,1.588763744,0.853267362,92.0,0.2733858689999999,85.3188021471828,-0.001945456,-0.0214074499999981,45.23809523809524,SOH_RUL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0005,77.0,3.51991699,32.22329344,1.587878891,0.85279214,91.0,0.274270722,85.27128432187902,-0.0038066469999997,-0.1197964999999996,45.83333333333333,SOH_RUL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0005,78.0,3.527398722,32.74877673,1.598442718,0.858465588,90.0,0.2637068949999999,85.83857638725617,0.007481732,0.5254832900000039,46.42857142857143,SOH_RUL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0005,79.0,3.51667999,32.29996341,1.572059034,0.844295868,89.0,0.2900905789999999,84.42173620342717,-0.0107187319999999,-0.4488133200000064,47.023809523809526,SOH_RUL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0005,80.0,3.515461908,31.98942006,1.567871418,0.842046852,88.0,0.2942781949999999,84.19685545427762,-0.0012180820000002,-0.3105433499999961,47.61904761904761,SOH_RUL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0005,81.0,3.515868435,32.10261257,1.568030227,0.842132143,87.0,0.294119386,84.20538371639422,0.0004065269999999,0.1131925099999975,48.21428571428572,SOH_RUL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0005,82.0,3.515252201,32.60943761,1.562508995,0.839166889,86.0,0.2996406179999999,83.90888595050822,-0.0006162339999997,0.5068250400000025,48.80952380952381,SOH_RUL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0005,83.0,3.512970379,32.87487085,1.552040932,0.833544873,85.0,0.310108681,83.34673654388048,-0.002281822,0.2654332400000001,49.40476190476191,SOH_RUL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
