battery_id,cycle,voltage,temperature,capacity,soh,rul,capacity_loss,capacity_retention,voltage_drop_rate,temperature_change_rate,cycle_percentage
B0005,46,3.552645245,31.29942787,1.744776071,0.937055923,122,0.11737354199999994,93.69687907026405,0.0034780749999998584,-0.14267683000000275,27.380952380952383
B0005,47,3.551906327,31.3054451,1.738996153,0.933951738,121,0.12315345999999994,93.38648950974489,-0.0007389179999996998,0.006017230000001206,27.976190476190478
B0005,48,3.564861551,34.24255324,1.79653069,0.96485145,120,0.06561892299999994,96.47617342119545,0.01295522399999971,2.9371081399999994,28.57142857142857
B0005,49,3.562942517,33.42451918,1.786078116,0.959237752,119,0.07607149699999982,95.91485579520942,-0.0019190339999997086,-0.8180340600000022,29.166666666666668
B0005,50,3.558978564,32.65292546,1.770280153,0.95075324,118,0.09186945999999985,95.06648341472443,-0.003963953000000409,-0.7715937199999985,29.761904761904763
B0005,51,3.558450567,32.20140726,1.759959835,0.945210571,117,0.10218977799999984,94.51226811816866,-0.0005279969999998357,-0.4515181999999953,30.357142857142854
B0005,52,3.552628429,31.97218979,1.744080389,0.936682297,116,0.11806922399999986,93.65951998831149,-0.005822138000000088,-0.2292174700000018,30.952380952380953
B0005,53,3.548858076,32.06789612,1.74462563,0.936975126,115,0.11752398299999989,93.68880018127739,-0.0037703529999997265,0.09570632999999873,31.547619047619047
B0005,54,3.549672607,32.41186556,1.74458746,0.936954626,114,0.11756215299999995,93.68675039968446,0.0008145310000000627,0.3439694400000022,32.142857142857146
B0005,55,3.550412136,32.07523535,1.734542329,0.931559751,113,0.127607284,93.14731302419791,0.000739528999999628,-0.3366302100000027,32.73809523809524
B0005,56,3.549476639,31.98995106,1.718700935,0.923051913,112,0.14344867799999994,92.29660833917109,-0.0009354969999999518,-0.0852842900000006,33.33333333333333
B0005,57,3.550633378,31.85035063,1.713442591,0.920227847,111,0.14870702199999997,92.014228021108,0.0011567390000002398,-0.139600429999998,33.92857142857143
B0005,58,3.544294911,32.17350639,1.708977153,0.917829623,110,0.15317245999999995,91.77442784775855,-0.006338466999999959,0.3231557599999988,34.523809523809526
B0005,59,3.543904921,32.54849276,1.697587213,0.911712499,109,0.1645623999999999,91.16277237601317,-0.0003899899999999512,0.374986370000002,35.11904761904761
B0005,60,3.539954665,32.3663968,1.691842475,0.908627209,108,0.17030713799999986,90.85427202996713,-0.003950256000000429,-0.18209596000000516,35.714285714285715
B0005,61,3.54404265,32.22136771,1.687799886,0.906456081,107,0.17434972699999984,90.6371794305445,0.004087985000000405,-0.1450290899999942,36.30952380952381
B0005,62,3.541642662,32.09430003,1.677458771,0.900902243,106,0.18469084199999997,90.08184730643337,-0.002399988000000075,-0.12706768000000324,36.904761904761905
B0005,63,3.538897682,32.28920157,1.671866934,0.89789907,105,0.19028267899999984,89.78155795476354,-0.002744980000000119,0.1949015400000036,37.5
B0005,64,3.542215797,32.17624463,1.671954341,0.897946014,104,0.19019527199999997,89.78625183109817,0.0033181149999998993,-0.11295694000000367,38.095238095238095
B0005,65,3.539248284,32.53678379,1.667179559,0.895381651,103,0.1949700539999999,89.52983945871593,-0.002967512999999755,0.36053916000000186,38.69047619047619
B0005,66,3.535247083,32.41500251,1.656827637,0.889822009,102,0.20532197600000002,88.97392698381427,-0.004001201000000343,-0.12178128000000044,39.285714285714285
B0005,67,3.537989494,32.25788724,1.645627833,0.883807001,101,0.21652177999999989,88.37248207724973,0.0027424110000002777,-0.15711526999999847,39.88095238095239
B0005,68,3.530709629,32.34452189,1.646079338,0.884049488,100,0.21607027499999987,88.39672851786051,-0.0072798650000001075,0.08663465000000059,40.476190476190474
B0005,69,3.528938688,32.42278452,1.630000247,0.875413992,99,0.23214936600000002,87.53325917642043,-0.0017709409999997483,0.07826262999999756,41.07142857142857
B0005,70,3.532374724,32.40850197,1.630708909,0.875794588,98,0.23144070399999994,87.57131530225763,0.0034360359999996426,-0.01428254999999723,41.66666666666667
B0005,71,3.529959034,32.38433757,1.625052067,0.872756504,97,0.237097546,87.26753509251998,-0.0024156899999998593,-0.02416440000000364,42.26190476190476
B0005,72,3.52898981,32.41631606,1.614290135,0.866976661,96,0.24785947799999986,86.68960451568185,-0.0009692239999998797,0.03197849000000019,42.857142857142854
B0005,73,3.527988003,32.37859071,1.609489879,0.864398617,95,0.25265973399999986,86.4318241544,-0.0010018070000001877,-0.03772535000000232,43.452380952380956
B0005,74,3.524123492,32.4216765,1.609774994,0.864551742,94,0.252374619,86.44713522274861,-0.0038645109999997374,0.043085789999999236,44.047619047619044
B0005,75,3.525669093,32.36449739,1.593363083,0.8557375,93,0.26878652999999986,85.5657929887291,0.0015456009999996745,-0.057179109999999866,44.642857142857146
B0005,76,3.523723637,32.34308994,1.588763744,0.853267362,92,0.27338586899999995,85.3188021471828,-0.0019454560000000676,-0.021407449999998107,45.23809523809524
B0005,77,3.51991699,32.22329344,1.587878891,0.85279214,91,0.274270722,85.27128432187902,-0.0038066469999997743,-0.11979649999999964,45.83333333333333
B0005,78,3.527398722,32.74877673,1.598442718,0.858465588,90,0.2637068949999999,85.83857638725617,0.007481732000000019,0.5254832900000039,46.42857142857143
B0005,79,3.51667999,32.29996341,1.572059034,0.844295868,89,0.2900905789999999,84.42173620342717,-0.010718731999999953,-0.4488133200000064,47.023809523809526
B0005,80,3.515461908,31.98942006,1.567871418,0.842046852,88,0.29427819499999996,84.19685545427762,-0.0012180820000002868,-0.3105433499999961,47.61904761904761
B0005,81,3.515868435,32.10261257,1.568030227,0.842132143,87,0.294119386,84.20538371639422,0.00040652699999998987,0.11319250999999753,48.214285714285715
B0005,82,3.515252201,32.60943761,1.562508995,0.839166889,86,0.29964061799999997,83.90888595050822,-0.0006162339999997712,0.5068250400000025,48.80952380952381
B0005,83,3.512970379,32.87487085,1.552040932,0.833544873,85,0.310108681,83.34673654388048,-0.0022818220000000444,0.2654332400000001,49.404761904761905
B0005,84,3.513549937,32.72228574,1.55187239,0.833454354,84,0.31027722299999994,83.33768560625316,0.0005795580000000911,-0.15258511000000397,50.0
B0005,85,3.514176263,32.41864084,1.546432902,0.830533003,83,0.31571671099999987,83.04557760579897,0.0006263259999998994,-0.3036448999999948,50.595238095238095
B0005,86,3.510924066,32.26726773,1.53089202,0.822186559,82,0.3312575929999999,82.21101082923566,-0.0032521970000001232,-0.15137311000000153,51.19047619047619
B0005,87,3.510490706,32.54976583,1.531541915,0.822535594,81,0.3306076979999999,82.24591108620014,-0.0004333599999997162,0.282498099999998,51.78571428571429
B0005,88,3.51396095,32.86772312,1.525672854,0.819383534,80,0.33647675899999996,81.93073442375439,0.0034702439999998447,0.3179572900000025,52.38095238095239
B0005,89,3.511665067,32.95356237,1.52576173,0.819431267,79,0.336387883,81.9355071874131,-0.002295882999999943,0.08583924999999937,52.976190476190474
B0005,90,3.524360573,32.74405577,1.608829112,0.864043743,78,0.2533205009999999,86.39634005605542,0.012695506000000023,-0.20950659999999743,53.57142857142857
B0005,91,3.518458008,33.24446965,1.566852501,0.841499628,77,0.29529711199999986,84.1421382074524,-0.005902564999999971,0.5004138799999964,54.166666666666664
B0005,92,3.515974211,33.26247319,1.551090509,0.833034434,76,0.3110591039999999,83.29569751923043,-0.00248379700000001,0.01800354000000226,54.761904761904766
B0005,93,3.518496072,33.03643936,1.535406471,0.824611107,75,0.326743142,82.45344306821816,0.0025218609999999586,-0.22603382999999866,55.35714285714286
B0005,94,3.51123429,32.87155281,1.535212259,0.824506802,74,0.326937354,82.44301361622118,-0.00726178200000005,-0.16488655000000563,55.952380952380956
B0005,95,3.50931105,32.89257892,1.519987688,0.816330238,73,0.34216192499999987,81.62543317619024,-0.0019232399999999927,0.021026110000001097,56.547619047619044
B0005,96,3.511603947,32.80043973,1.514954137,0.8136269,72,0.347195476,81.35512455196047,0.002292896999999794,-0.09213918999999748,57.14285714285714
B0005,97,3.507014738,32.94959586,1.50959458,0.810748477,71,0.352555033,81.06730895634001,-0.0045892089999997054,0.1491561300000015,57.738095238095234
B0005,98,3.504591121,32.96026949,1.509857481,0.810889671,70,0.35229213199999987,81.08142710228086,-0.0024236170000002666,0.010673629999999434,58.333333333333336
B0005,99,3.507181971,32.97614022,1.499146951,0.805137434,69,0.363002662,80.50625688366749,0.0025908500000002554,0.01587072999999606,58.92857142857143
B0005,100,3.506281534,33.07671102,1.488922001,0.799645985,68,0.373227612,79.9571629801155,-0.0009004369999998652,0.10057079999999985,59.523809523809526
B0005,101,3.504895348,32.96964994,1.483434353,0.796698768,67,0.3787152599999999,79.66246872130355,-0.0013861860000004,-0.10706108000000114,60.11904761904761
B0005,102,3.506000018,32.96457449,1.47822877,0.793903038,66,0.38392084299999985,79.38292174163774,0.0011046700000001408,-0.005075449999999648,60.71428571428571
B0005,103,3.497770927,33.11183404,1.494192693,0.802476682,65,0.3679569199999999,80.24020640279241,-0.008229091000000022,0.14725955000000113,61.30952380952381
B0005,104,3.508967079,33.68551572,1.499125945,0.805126153,64,0.36302366799999986,80.50512883252416,0.011196152000000126,0.57368168,61.904761904761905
B0005,105,3.501609301,33.57608416,1.489123862,0.799754397,63,0.3730257509999999,79.96800319395174,-0.007357778000000259,-0.10943155999999732,62.5
B0005,106,3.50467684,33.43261492,1.472749638,0.790960395,62,0.3893999749999999,79.08868480375965,0.003067539000000341,-0.14346924000000172,63.095238095238095
B0005,107,3.498222555,33.182673,1.456945885,0.782472773,61,0.4052037279999998,78.24000149229687,-0.006454285000000226,-0.2499419199999977,63.69047619047619
B0005,108,3.498567982,33.26986447,1.45720245,0.782610565,60,0.4049471629999999,78.25377938630757,0.00034542700000006477,0.08719147000000049,64.28571428571429
B0005,109,3.494393369,33.54810808,1.463326758,0.785899708,59,0.3988228549999999,78.582663164348,-0.004174612999999994,0.278243609999997,64.88095238095238
B0005,110,3.49888421,33.69551299,1.452094042,0.779867024,58,0.410055571,77.97945083803532,0.004490840999999968,0.14740490999999878,65.47619047619048
B0005,111,3.500098444,33.36594189,1.441677863,0.774272872,57,0.4204717499999999,77.4200876736965,0.0012142339999998697,-0.32957109999999545,66.07142857142857
B0005,112,3.494655609,33.35109524,1.436499201,0.771491601,56,0.425650412,77.14198638882407,-0.005442834999999757,-0.014846650000002626,66.66666666666666
B0005,113,3.49352371,33.57647358,1.43644221,0.771460993,55,0.4257074029999999,77.13892589359844,-0.0011318990000002138,0.2253783399999989,67.26190476190477
B0005,114,3.495851673,33.80191038,1.431079763,0.768581017,54,0.43106984999999987,76.85095510099596,0.002327963000000377,0.2254368000000042,67.85714285714286
B0005,115,3.496777862,33.65385947,1.425953493,0.765827884,53,0.43619611999999996,76.57566733871238,0.0009261889999998552,-0.14805091000000203,68.45238095238095
B0005,116,3.493160299,33.46804682,1.420454769,0.762874718,52,0.4416948439999999,76.28037828343925,-0.003617563000000157,-0.18581265000000258,69.04761904761905
B0005,117,3.490796421,33.32072329,1.415480349,0.760203138,51,0.44666926399999984,76.01324507538375,-0.0023638779999997084,-0.1473235300000013,69.64285714285714
B0005,118,3.485532798,33.67203917,1.415642103,0.76029001,50,0.44650751,76.02193148805814,-0.005263623000000273,0.35131588000000136,70.23809523809523
B0005,119,3.492071571,33.95602226,1.410688492,0.757629606,49,0.4514611209999999,75.75591575197454,0.006538772999999942,0.28398308999999955,70.83333333333334
B0005,120,3.492241157,33.76604255,1.4364796,0.771481074,48,0.42567001299999996,77.14093378811663,0.00016958600000016588,-0.1899797099999958,71.42857142857143
B0005,121,3.496386553,34.01536501,1.441304769,0.774072497,47,0.4208448439999999,77.40005201182511,0.004145395999999746,0.2493224599999948,72.02380952380952
B0005,122,3.495158816,33.62657444,1.420410627,0.762851012,46,0.44173898599999983,76.27800779721775,-0.0012277369999997845,-0.3887905699999976,72.61904761904762
B0005,123,3.491165635,33.2981117,1.41526724,0.760088685,45,0.446882373,76.00180082844933,-0.00399318099999979,-0.3284627399999991,73.21428571428571
B0005,124,3.487164214,33.31180626,1.409481542,0.756981396,44,0.45266807099999995,75.69110087396614,-0.004001421000000338,0.01369455999999758,73.80952380952381
B0005,125,3.489817472,33.18983229,1.399754515,0.751757363,43,0.462395098,75.16874612158244,0.002653258000000047,-0.1219739699999991,74.40476190476191
B0005,126,3.481945511,33.32302705,1.388654828,0.745796124,42,0.473494785,74.57267763586512,-0.00787196099999976,0.13319476000000208,75.0
B0005,127,3.484726755,33.25767354,1.389242802,0.746111903,41,0.47290681099999987,74.60425264981112,0.002781243999999905,-0.06535351000000134,75.59523809523809
B0005,128,3.48523953,33.05966538,1.383485558,0.743019896,40,0.47866405499999987,74.29508071433357,0.0005127749999997988,-0.19800816000000054,76.19047619047619
B0005,129,3.48223481,33.07817019,1.372644521,0.737197569,39,0.4895050919999999,73.71290208999979,-0.0030047199999998497,0.018504810000003147,76.78571428571429
B0005,130,3.482309128,33.08146255,1.373565777,0.737692342,38,0.4885838359999999,73.76237480656181,7.43179999997956e-05,0.0032923599999961084,77.38095238095238
B0005,131,3.478200842,33.21041393,1.373562129,0.737690383,37,0.48858748399999996,73.76217890393536,-0.0041082859999996835,0.12895138000000372,77.97619047619048
B0005,132,3.478511935,33.06310637,1.373035815,0.737407719,36,0.489113798,73.73391511694824,0.00031109300000009554,-0.14730756000000156,78.57142857142857
B0005,133,3.481967528,33.5842471,1.378431982,0.740305804,35,0.483717631,74.02369672001215,0.003455592999999979,0.521140729999999,79.16666666666666
B0005,134,3.491147725,33.69028889,1.389130063,0.746051355,34,0.47301954999999984,74.59819841017254,0.009180196999999612,0.10604178999999903,79.76190476190477
B0005,135,3.481709257,33.64163206,1.367207087,0.734277321,33,0.494942526,73.42090439217571,-0.009438467999999922,-0.04865682999999876,80.35714285714286
B0005,136,3.479712715,33.46716683,1.373037881,0.737408828,32,0.489111732,73.73402606399489,-0.001996542000000101,-0.1744652300000027,80.95238095238095
B0005,137,3.481823831,33.07215759,1.357393933,0.729007032,31,0.5047556799999999,72.89392450122105,0.002111116000000024,-0.39500923999999316,81.54761904761905
B0005,138,3.479930482,33.61015788,1.362939986,0.731985615,30,0.49920962699999993,73.19175518900694,-0.0018933489999999331,0.5380002899999994,82.14285714285714
B0005,139,3.475625636,33.79459259,1.357759712,0.729203478,29,0.5043899009999999,72.9135673375134,-0.004304845999999696,0.1844347099999979,82.73809523809523
B0005,140,3.47948578,33.39631856,1.352358362,0.726302609,28,0.509791251,72.62350740020803,0.0038601439999998988,-0.39827403000000317,83.33333333333334
B0005,141,3.472670523,33.17110128,1.347261752,0.723565405,27,0.5148878609999998,72.34981242079178,-0.0068152569999999635,-0.2252172799999954,83.92857142857143
B0005,142,3.472116748,33.1911861,1.342067432,0.720775724,26,0.520082181,72.07087027974481,-0.0005537750000002006,0.020084820000001002,84.52380952380952
B0005,143,3.473793696,33.44948458,1.341936361,0.72070533,25,0.520213252,72.0638315864473,0.001676948000000067,0.25829847999999345,85.11904761904762
B0005,144,3.47521711,33.4512173,1.337058508,0.718085613,24,0.525091105,71.80188415934762,0.0014234140000000117,0.0017327200000067933,85.71428571428571
B0005,145,3.470126187,33.1936281,1.336920901,0.718011709,23,0.5252287119999999,71.79449447384442,-0.005090923000000025,-0.2575892000000053,86.30952380952381
B0005,146,3.468742148,33.02361842,1.331483618,0.715091541,22,0.5306659949999999,71.50250488492838,-0.001384038999999948,-0.17000967999999972,86.90476190476191
B0005,147,3.468383178,33.06774736,1.321270025,0.709606191,21,0.5408795879999999,70.95402086792475,-0.00035897000000018053,0.04412894000000023,87.5
B0005,148,3.473454829,33.32655479,1.321592694,0.709779485,20,0.5405569189999999,70.97134863781754,0.005071651000000177,0.2588074300000045,88.09523809523809
B0005,149,3.469542767,33.26936783,1.321362505,0.709655859,19,0.540787108,70.95898717134926,-0.003912061999999938,-0.057186960000002784,88.69047619047619
B0005,150,3.467703936,32.88194688,1.326941823,0.712652308,18,0.5352077899999999,71.25860423546968,-0.0018388310000001518,-0.3874209499999992,89.28571428571429
B0005,151,3.471682867,33.32386124,1.357524928,0.729077384,17,0.504624685,72.90095911321384,0.003978931000000241,0.4419143599999984,89.88095238095238
B0005,152,3.475544932,33.32135628,1.3479098,0.723913448,16,0.5142398129999999,72.38461349131136,0.003862064999999859,-0.0025049599999960037,90.47619047619048
B0005,153,3.477788463,33.05358109,1.332130667,0.715439048,15,0.530018946,71.53725230777147,0.0022435309999999653,-0.26777519000000183,91.07142857142857
B0005,154,3.472693964,33.13005205,1.326760051,0.712554685,14,0.535389562,71.24884282861326,-0.005094499000000141,0.07647096000000175,91.66666666666666
B0005,155,3.466847865,33.18128407,1.316038488,0.706796522,13,0.5461111249999999,70.67308012269797,-0.0058460989999997715,0.05123201999999338,92.26190476190477
B0005,156,3.473256756,33.08474545,1.316545281,0.707068703,12,0.5456043319999999,70.70029560508789,0.006408890999999972,-0.09653861999999691,92.85714285714286
B0005,157,3.462827533,33.05123455,1.310634044,0.703893992,11,0.551515569,70.3828540333295,-0.010429223000000043,-0.03351090000000312,93.45238095238095
B0005,158,3.468641053,32.97080056,1.316190048,0.70687792,10,0.545959565,70.68121910352646,0.005813519999999794,-0.08043398999999596,94.04761904761905
B0005,159,3.46963549,33.05693955,1.306151254,0.701486448,9,0.5559983589999999,70.14212203367141,0.0009944370000001257,0.08613899000000202,94.64285714285714
B0005,160,3.465556935,33.13320803,1.311685855,0.704458881,8,0.550463758,70.43933773327804,-0.004078554999999984,0.07626847999999598,95.23809523809523
B0005,161,3.46568176,33.1305487,1.306488081,0.701667345,7,0.555661532,70.16021010767194,0.00012482499999988406,-0.002659330000000182,95.83333333333334
B0005,162,3.466056075,33.18478183,1.306244764,0.701536669,6,0.555904849,70.14714364951512,0.0003743150000001805,0.054233130000000074,96.42857142857143
B0005,163,3.462553489,33.23769858,1.301246829,0.698852459,5,0.5609027839999998,69.87874765355924,-0.0035025860000001963,0.0529167500000014,97.02380952380952
B0005,164,3.466130629,33.21770695,1.296601206,0.696357464,4,0.5655484069999999,69.62927129744006,0.0035771399999999787,-0.019991629999999816,97.61904761904762
B0005,165,3.469357,33.15502657,1.291134962,0.693421742,3,0.5710146509999998,69.33572646291982,0.0032263710000002277,-0.06268038000000331,98.21428571428571
B0005,166,3.460683968,33.28799329,1.29577006,0.695911085,2,0.566379553,69.58463761203703,-0.008673031999999914,0.13296672000000598,98.80952380952381
B0005,167,3.470439699,33.5879998,1.312107988,0.704685593,1,0.550041625,70.46200685701831,0.009755730999999823,0.3000065099999958,99.40476190476191
B0005,168,3.475718827,33.64458842,1.328199597,0.713327813,0,0.5339500159999999,71.32614843230644,0.005279128000000188,0.05658861999999942,100.0
B0006,1,3.553768118,32.18290901,2.061365253,1.0,154,0.0,100.0,0.0,0.0,0.5952380952380952
B0006,2,3.561475801,32.29307516,2.041871267,0.990543167,153,0.019493986000000074,99.05431674606771,0.007707683000000021,0.11016614999999774,1.1904761904761905
B0006,3,3.56675247,32.24414709,2.030017104,0.984792531,152,0.031348148999999825,98.4792530603503,0.005276669000000123,-0.04892807000000232,1.7857142857142856
B0006,4,3.565635923,32.18597096,2.027951805,0.983790622,151,0.03341344800000012,98.37906222823094,-0.0011165470000000788,-0.05817612999999966,2.380952380952381
B0006,5,3.563970503,32.06687277,2.017221851,0.978585356,150,0.044143402,97.85853565078988,-0.0016654199999996955,-0.11909818999999544,2.976190476190476
B0006,6,3.573551239,32.03447836,2.030566345,0.985058976,149,0.030798907999999958,98.50589758631195,0.009580735999999757,-0.03239441000000198,3.571428571428571
B0006,7,3.571139134,32.11157497,2.029737049,0.984656672,148,0.03162820399999999,98.46566716141305,-0.0024121049999998867,0.07709660999999812,4.166666666666666
B0006,8,3.568150746,32.11257624,1.985418705,0.963157161,147,0.07594654799999989,96.31571610662053,-0.0029883879999998975,0.0010012700000032737,4.761904761904762
B0006,9,3.569283416,32.03566207,1.973423881,0.957338287,146,0.08794137199999996,95.7338287393748,0.0011326700000000578,-0.076914170000002,5.357142857142857
B0006,10,3.56014332,32.03485778,1.983106643,0.962035544,145,0.07825861,96.20355442170636,-0.00914009600000032,-0.0008042899999978204,5.952380952380952
B0006,11,3.56665872,31.87412757,1.962128533,0.95185874,144,0.09923671999999994,95.1858740290894,0.00651540000000006,-0.1607302100000041,6.547619047619048
B0006,12,3.568703597,32.12095971,1.940024712,0.941135837,143,0.12134054099999991,94.11358366386513,0.0020448769999998895,0.2468321400000022,7.142857142857142
B0006,13,3.569207084,32.11021169,1.928553078,0.93557077,142,0.13281217499999998,93.55707704848948,0.0005034870000000247,-0.01074802000000119,7.738095238095238
B0006,14,3.56592713,31.98906128,1.928418571,0.935505519,141,0.13294668200000004,93.55055190696959,-0.0032799539999999183,-0.12115040999999849,8.333333333333332
B0006,15,3.561241727,31.87881445,1.91758998,0.930252403,140,0.14377527299999993,93.02524029689755,-0.004685402999999866,-0.11024683000000124,8.928571428571429
