type,ambient_temperature,battery_id,test_id,uid,filename,Capacity,Re,Rct,Resistance_Ratio,Normalized_Capacity,SOH_Estimate,Health_Class
1,4,47,18,19,00019.csv,0.8943941082799586,0.057210315,0.1747570772581143,3.054642807999122,69.22422962935293,69.22422962935293,Critical
0,24,47,19,20,00020.csv,0.8943941082799586,0.0514654600843663,0.1589262784889648,3.08801822092798,69.22422962935293,69.22422962935293,Critical
-1,4,47,20,21,00021.csv,0.8883513433395804,0.0514654600843663,0.1589262784889648,3.08801822092798,68.756532286586,68.756532286586,Critical
1,4,47,21,22,00022.csv,0.8883513433395804,0.0514654600843663,0.1589262784889648,3.08801822092798,68.756532286586,68.756532286586,Critical
-1,4,47,22,23,00023.csv,0.8834677231857654,0.0514654600843663,0.1589262784889648,3.08801822092798,68.37855032111847,68.37855032111847,Critical
1,4,47,23,24,00024.csv,0.8834677231857654,0.0514654600843663,0.1589262784889648,3.08801822092798,68.37855032111847,68.37855032111847,Critical
-1,4,47,24,25,00025.csv,0.8754676632620011,0.0514654600843663,0.1589262784889648,3.08801822092798,67.75936244847442,67.75936244847442,Critical
1,4,47,25,26,00026.csv,0.8754676632620011,0.0514654600843663,0.1589262784889648,3.08801822092798,67.75936244847442,67.75936244847442,Critical
-1,4,47,26,27,00027.csv,0.8706721138479007,0.0514654600843663,0.1589262784889648,3.08801822092798,67.38819697369394,67.38819697369394,Critical
1,4,47,27,28,00028.csv,0.8706721138479007,0.0514654600843663,0.1589262784889648,3.08801822092798,67.38819697369394,67.38819697369394,Critical
-1,4,47,28,29,00029.csv,0.8608725066779153,0.0514654600843663,0.1589262784889648,3.08801822092798,66.62972791544274,66.62972791544274,Critical
0,24,47,29,30,00030.csv,0.8608725066779153,0.05592333,0.179287274592955,3.205947760853207,66.62972791544274,66.62972791544274,Critical
1,4,47,30,31,00031.csv,0.8608725066779153,0.05592333,0.179287274592955,3.205947760853207,66.62972791544274,66.62972791544274,Critical
0,24,47,31,32,00032.csv,0.8608725066779153,0.05215046,0.1635695850412598,3.136493619447648,66.62972791544274,66.62972791544274,Critical
-1,4,47,32,33,00033.csv,0.8779839994687824,0.05215046,0.1635695850412598,3.136493619447648,67.95412159747852,67.95412159747852,Critical
0,24,47,33,34,00034.csv,0.8779839994687824,0.0601832363593042,0.1830695210741727,3.0418690012151623,67.95412159747852,67.95412159747852,Critical
1,4,47,34,35,00035.csv,0.8779839994687824,0.0601832363593042,0.1830695210741727,3.0418690012151623,67.95412159747852,67.95412159747852,Critical
0,24,47,35,36,00036.csv,0.8779839994687824,0.05693302,0.1690286629233267,2.9689038614731253,67.95412159747852,67.95412159747852,Critical
-1,4,47,36,37,00037.csv,0.8778634350055854,0.05693302,0.1690286629233267,2.9689038614731253,67.94479016068993,67.94479016068993,Critical
1,4,47,37,38,00038.csv,0.8778634350055854,0.05693302,0.1690286629233267,2.9689038614731253,67.94479016068993,67.94479016068993,Critical
-1,4,47,38,39,00039.csv,0.8699394322878393,0.05693302,0.1690286629233267,2.9689038614731253,67.33148895640117,67.33148895640117,Critical
1,4,47,39,40,00040.csv,0.8699394322878393,0.05693302,0.1690286629233267,2.9689038614731253,67.33148895640117,67.33148895640117,Critical
-1,4,47,40,41,00041.csv,0.8631031417637836,0.05693302,0.1690286629233267,2.9689038614731253,66.80237439642235,66.80237439642235,Critical
1,4,47,41,42,00042.csv,0.8631031417637836,0.05693302,0.1690286629233267,2.9689038614731253,66.80237439642235,66.80237439642235,Critical
-1,4,47,42,43,00043.csv,0.8543060079180025,0.05693302,0.1690286629233267,2.9689038614731253,66.12149467261509,66.12149467261509,Critical
1,4,47,43,44,00044.csv,0.8543060079180025,0.05693302,0.1690286629233267,2.9689038614731253,66.12149467261509,66.12149467261509,Critical
-1,4,47,44,45,00045.csv,0.8437859881738657,0.05693302,0.1690286629233267,2.9689038614731253,65.30726719086887,65.30726719086887,Critical
0,24,47,45,46,00046.csv,0.8437859881738657,0.0605403972616654,0.1942445554992025,3.2085114119692024,65.30726719086887,65.30726719086887,Critical
1,4,47,46,47,00047.csv,0.8437859881738657,0.0605403972616654,0.1942445554992025,3.2085114119692024,65.30726719086887,65.30726719086887,Critical
0,24,47,47,48,00048.csv,0.8437859881738657,0.0564648672883848,0.1711676695692041,3.0314012551378906,65.30726719086887,65.30726719086887,Critical
-1,4,47,48,49,00049.csv,0.8377644415426664,0.0564648672883848,0.1711676695692041,3.0314012551378906,64.84121210076587,64.84121210076587,Critical
1,4,47,49,50,00050.csv,0.8377644415426664,0.0564648672883848,0.1711676695692041,3.0314012551378906,64.84121210076587,64.84121210076587,Critical
-1,4,47,50,51,00051.csv,0.0,0.0564648672883848,0.1711676695692041,3.0314012551378906,0.0,0.0,Critical
1,4,47,51,52,00052.csv,0.0,0.0564648672883848,0.1711676695692041,3.0314012551378906,0.0,0.0,Critical
-1,4,47,52,53,00053.csv,0.8499045061010395,0.0564648672883848,0.1711676695692041,3.0314012551378906,65.78082765606081,65.78082765606081,Critical
1,4,47,53,54,00054.csv,0.8499045061010395,0.0564648672883848,0.1711676695692041,3.0314012551378906,65.78082765606081,65.78082765606081,Critical
-1,4,47,54,55,00055.csv,0.8263291371258308,0.0564648672883848,0.1711676695692041,3.0314012551378906,63.95614350348393,63.95614350348393,Critical
1,4,47,55,56,00056.csv,0.8263291371258308,0.0564648672883848,0.1711676695692041,3.0314012551378906,63.95614350348393,63.95614350348393,Critical
-1,4,47,56,57,00057.csv,0.8249291760871977,0.0564648672883848,0.1711676695692041,3.0314012551378906,63.84778945294478,63.84778945294478,Critical
0,24,47,57,58,00058.csv,0.8249291760871977,0.063401432,0.2000415434934816,3.155158127871333,63.84778945294478,63.84778945294478,Critical
1,4,47,58,59,00059.csv,0.8249291760871977,0.063401432,0.2000415434934816,3.155158127871333,63.84778945294478,63.84778945294478,Critical
0,24,47,59,60,00060.csv,0.8249291760871977,0.057224553,0.1846842786274271,3.227360790872881,63.84778945294478,63.84778945294478,Critical
-1,4,47,60,61,00061.csv,0.8153670983675496,0.057224553,0.1846842786274271,3.227360790872881,63.107704676367234,63.107704676367234,Critical
1,4,47,61,62,00062.csv,0.8153670983675496,0.057224553,0.1846842786274271,3.227360790872881,63.107704676367234,63.107704676367234,Critical
-1,4,47,62,63,00063.csv,0.8180472239032512,0.057224553,0.1846842786274271,3.227360790872881,63.31514077618201,63.31514077618201,Critical
1,4,47,63,64,00064.csv,0.8180472239032512,0.057224553,0.1846842786274271,3.227360790872881,63.31514077618201,63.31514077618201,Critical
-1,4,47,64,65,00065.csv,0.8070823914592157,0.057224553,0.1846842786274271,3.227360790872881,62.46648572364256,62.46648572364256,Critical
1,4,47,65,66,00066.csv,0.8070823914592157,0.057224553,0.1846842786274271,3.227360790872881,62.46648572364256,62.46648572364256,Critical
-1,4,47,66,67,00067.csv,0.8019510776263622,0.057224553,0.1846842786274271,3.227360790872881,62.069332786500745,62.069332786500745,Critical
1,4,47,67,68,00068.csv,0.8019510776263622,0.057224553,0.1846842786274271,3.227360790872881,62.069332786500745,62.069332786500745,Critical
-1,4,47,68,69,00069.csv,0.8011440943920147,0.057224553,0.1846842786274271,3.227360790872881,62.00687397532975,62.00687397532975,Critical
0,24,47,69,70,00070.csv,0.8011440943920147,0.065260447,0.2084939379852615,3.1947978840117583,62.00687397532975,62.00687397532975,Critical
1,4,47,70,71,00071.csv,0.8011440943920147,0.065260447,0.2084939379852615,3.1947978840117583,62.00687397532975,62.00687397532975,Critical
0,24,47,71,72,00072.csv,0.8011440943920147,0.0588889709566058,0.1939180417152267,3.2929432891283046,62.00687397532975,62.00687397532975,Critical
-1,4,47,72,73,00073.csv,0.7947943839074681,0.0588889709566058,0.1939180417152267,3.2929432891283046,61.51541969069959,61.51541969069959,Critical
1,4,47,73,74,00074.csv,0.7947943839074681,0.0588889709566058,0.1939180417152267,3.2929432891283046,61.51541969069959,61.51541969069959,Critical
-1,4,47,74,75,00075.csv,0.7963098606510329,0.0588889709566058,0.1939180417152267,3.2929432891283046,61.632714414718095,61.632714414718095,Critical
1,4,47,75,76,00076.csv,0.7963098606510329,0.0588889709566058,0.1939180417152267,3.2929432891283046,61.632714414718095,61.632714414718095,Critical
-1,4,47,76,77,00077.csv,0.7917902521284337,0.0588889709566058,0.1939180417152267,3.2929432891283046,61.282906186659794,61.282906186659794,Critical
1,4,47,77,78,00078.csv,0.7917902521284337,0.0588889709566058,0.1939180417152267,3.2929432891283046,61.282906186659794,61.282906186659794,Critical
-1,4,47,78,79,00079.csv,0.7830063909106346,0.0588889709566058,0.1939180417152267,3.2929432891283046,60.60305373644334,60.60305373644334,Critical
1,4,47,79,80,00080.csv,0.7830063909106346,0.0588889709566058,0.1939180417152267,3.2929432891283046,60.60305373644334,60.60305373644334,Critical
-1,4,47,80,81,00081.csv,0.7822127898668588,0.0588889709566058,0.1939180417152267,3.2929432891283046,60.54163067877799,60.54163067877799,Critical
0,24,47,81,82,00082.csv,0.7822127898668588,0.067752246,0.2069149531416078,3.05399400547707,60.54163067877799,60.54163067877799,Critical
1,4,47,82,83,00083.csv,0.7822127898668588,0.067752246,0.2069149531416078,3.05399400547707,60.54163067877799,60.54163067877799,Critical
0,24,47,83,84,00084.csv,0.7822127898668588,0.063450913,0.1852768590140887,2.9200030425738506,60.54163067877799,60.54163067877799,Critical
-1,4,47,84,85,00085.csv,0.8159812370183638,0.063450913,0.1852768590140887,2.9200030425738506,63.15523772091064,63.15523772091064,Critical
0,24,47,85,86,00086.csv,0.8159812370183638,0.063420752,0.2126316583494981,3.352714240119671,63.15523772091064,63.15523772091064,Critical
1,4,47,86,87,00087.csv,0.8159812370183638,0.063420752,0.2126316583494981,3.352714240119671,63.15523772091064,63.15523772091064,Critical
0,24,47,87,88,00088.csv,0.8159812370183638,0.062082554,0.1848963380851136,2.9782334355173856,63.15523772091064,63.15523772091064,Critical
-1,4,47,88,89,00089.csv,0.8174973236566391,0.062082554,0.1848963380851136,2.9782334355173856,63.272579649501594,63.272579649501594,Critical
1,4,47,89,90,00090.csv,0.8174973236566391,0.062082554,0.1848963380851136,2.9782334355173856,63.272579649501594,63.272579649501594,Critical
-1,4,47,90,91,00091.csv,0.809439975,0.062082554,0.1848963380851136,2.9782334355173856,62.648957748991094,62.648957748991094,Critical
1,4,47,91,92,00092.csv,0.809439975,0.062082554,0.1848963380851136,2.9782334355173856,62.648957748991094,62.648957748991094,Critical
-1,4,47,92,93,00093.csv,0.8035216919816587,0.062082554,0.1848963380851136,2.9782334355173856,62.190895046117255,62.190895046117255,Critical
1,4,47,93,94,00094.csv,0.8035216919816587,0.062082554,0.1848963380851136,2.9782334355173856,62.190895046117255,62.190895046117255,Critical
-1,4,47,94,95,00095.csv,0.7943151731037456,0.062082554,0.1848963380851136,2.9782334355173856,61.47832977875735,61.47832977875735,Critical
1,4,47,95,96,00096.csv,0.7943151731037456,0.062082554,0.1848963380851136,2.9782334355173856,61.47832977875735,61.47832977875735,Critical
-1,4,47,96,97,00097.csv,0.7884167503553152,0.062082554,0.1848963380851136,2.9782334355173856,61.02180421915412,61.02180421915412,Critical
0,24,47,97,98,00098.csv,0.7884167503553152,0.064943044,0.2073359198485049,3.1925808689919877,61.02180421915412,61.02180421915412,Critical
1,4,47,98,99,00099.csv,0.7884167503553152,0.064943044,0.2073359198485049,3.1925808689919877,61.02180421915412,61.02180421915412,Critical
0,24,47,99,100,00100.csv,0.7884167503553152,0.063756982,0.1992127203718958,3.124563210534272,61.02180421915412,61.02180421915412,Critical
-1,4,47,100,101,00101.csv,0.7840183880700462,0.063756982,0.1992127203718958,3.124563210534272,60.681380195773535,60.681380195773535,Critical
1,4,47,101,102,00102.csv,0.7840183880700462,0.063756982,0.1992127203718958,3.124563210534272,60.681380195773535,60.681380195773535,Critical
-1,4,47,102,103,00103.csv,0.7835619334484212,0.063756982,0.1992127203718958,3.124563210534272,60.646051564636295,60.646051564636295,Critical
1,4,47,103,104,00104.csv,0.7835619334484212,0.063756982,0.1992127203718958,3.124563210534272,60.646051564636295,60.646051564636295,Critical
-1,4,47,104,105,00105.csv,0.7733758794557062,0.063756982,0.1992127203718958,3.124563210534272,59.85767233216938,59.85767233216938,Critical
1,4,47,105,106,00106.csv,0.7733758794557062,0.063756982,0.1992127203718958,3.124563210534272,59.85767233216938,59.85767233216938,Critical
-1,4,47,106,107,00107.csv,0.7708185435748909,0.063756982,0.1992127203718958,3.124563210534272,59.65973989431668,59.65973989431668,Critical
1,4,47,107,108,00108.csv,0.7708185435748909,0.063756982,0.1992127203718958,3.124563210534272,59.65973989431668,59.65973989431668,Critical
-1,4,47,108,109,00109.csv,0.7680488732646895,0.063756982,0.1992127203718958,3.124563210534272,59.445373216611586,59.445373216611586,Critical
0,24,47,109,110,00110.csv,0.7680488732646895,0.067491379,0.2214395123237891,3.281004412782692,59.445373216611586,59.445373216611586,Critical
1,4,47,110,111,00111.csv,0.7680488732646895,0.067491379,0.2214395123237891,3.281004412782692,59.445373216611586,59.445373216611586,Critical
0,24,47,111,112,00112.csv,0.7680488732646895,0.066525118,0.1935939227812356,2.9100876270709604,59.445373216611586,59.445373216611586,Critical
-1,4,47,112,113,00113.csv,0.7649339631909923,0.066525118,0.1935939227812356,2.9100876270709604,59.204285704719226,59.204285704719226,Critical
1,4,47,113,114,00114.csv,0.7649339631909923,0.066525118,0.1935939227812356,2.9100876270709604,59.204285704719226,59.204285704719226,Critical
-1,4,47,114,115,00115.csv,0.7624740567625412,0.066525118,0.1935939227812356,2.9100876270709604,59.0138941022999,59.0138941022999,Critical
1,4,47,115,116,00116.csv,0.7624740567625412,0.066525118,0.1935939227812356,2.9100876270709604,59.0138941022999,59.0138941022999,Critical
-1,4,47,116,117,00117.csv,0.7616473150452883,0.066525118,0.1935939227812356,2.9100876270709604,58.94990602595921,58.94990602595921,Critical
1,4,47,117,118,00118.csv,0.7616473150452883,0.066525118,0.1935939227812356,2.9100876270709604,58.94990602595921,58.94990602595921,Critical
-1,4,47,118,119,00119.csv,0.7589623774168325,0.066525118,0.1935939227812356,2.9100876270709604,58.74209748024981,58.74209748024981,Critical
1,4,47,119,120,00120.csv,0.7589623774168325,0.066525118,0.1935939227812356,2.9100876270709604,58.74209748024981,58.74209748024981,Critical
-1,4,47,120,121,00121.csv,0.753129934,0.066525118,0.1935939227812356,2.9100876270709604,58.2906785826416,58.2906785826416,Critical
0,24,47,121,122,00122.csv,0.753129934,0.068754851,0.2125757722504071,3.0917930758137646,58.2906785826416,58.2906785826416,Critical
1,4,47,122,123,00123.csv,0.753129934,0.068754851,0.2125757722504071,3.0917930758137646,58.2906785826416,58.2906785826416,Critical
0,24,47,123,124,00124.csv,0.753129934,0.064890763,0.202080225444284,3.1141601069521094,58.2906785826416,58.2906785826416,Critical
-1,4,47,124,125,00125.csv,0.7570839066080894,0.064890763,0.202080225444284,3.1141601069521094,58.59670777630092,58.59670777630092,Critical
1,4,47,125,126,00126.csv,0.7570839066080894,0.064890763,0.202080225444284,3.1141601069521094,58.59670777630092,58.59670777630092,Critical
-1,4,47,126,127,00127.csv,0.7500047990451972,0.064890763,0.202080225444284,3.1141601069521094,58.04879968637962,58.04879968637962,Critical
1,4,47,127,128,00128.csv,0.7500047990451972,0.064890763,0.202080225444284,3.1141601069521094,58.04879968637962,58.04879968637962,Critical
-1,4,47,128,129,00129.csv,0.7514363902334951,0.064890763,0.202080225444284,3.1141601069521094,58.15960184421658,58.15960184421658,Critical
1,4,47,129,130,00130.csv,0.7514363902334951,0.064890763,0.202080225444284,3.1141601069521094,58.15960184421658,58.15960184421658,Critical
-1,4,47,130,131,00131.csv,0.7447796561001252,0.064890763,0.202080225444284,3.1141601069521094,57.644384572586574,57.644384572586574,Critical
1,4,47,131,132,00132.csv,0.7447796561001252,0.064890763,0.202080225444284,3.1141601069521094,57.644384572586574,57.644384572586574,Critical
-1,4,47,132,133,00133.csv,0.0,0.064890763,0.202080225444284,3.1141601069521094,0.0,0.0,Critical
0,24,47,133,134,00134.csv,0.0,0.067876017,0.2177147883850743,3.207536299383541,0.0,0.0,Critical
1,4,47,134,135,00135.csv,0.0,0.067876017,0.2177147883850743,3.207536299383541,0.0,0.0,Critical
0,24,47,135,136,00136.csv,0.0,0.06549463,0.2007265639137866,3.0647789584243257,0.0,0.0,Critical
-1,4,47,136,137,00137.csv,0.7842623177718924,0.06549463,0.2007265639137866,3.0647789584243257,60.7002598435012,60.7002598435012,Critical
0,24,47,137,138,00138.csv,0.7842623177718924,0.069171317,0.2102911066427698,3.040148948483514,60.7002598435012,60.7002598435012,Critical
1,4,47,138,139,00139.csv,0.7842623177718924,0.069171317,0.2102911066427698,3.040148948483514,60.7002598435012,60.7002598435012,Critical
0,24,47,139,140,00140.csv,0.7842623177718924,0.068294974,0.1783848315724727,2.6119759789713473,60.7002598435012,60.7002598435012,Critical
-1,4,47,140,141,00141.csv,0.7890202513865723,0.068294974,0.1783848315724727,2.6119759789713473,61.06851393423669,61.06851393423669,Critical
1,4,47,141,142,00142.csv,0.7890202513865723,0.068294974,0.1783848315724727,2.6119759789713473,61.06851393423669,61.06851393423669,Critical
-1,4,47,142,143,00143.csv,0.7842169985890046,0.068294974,0.1783848315724727,2.6119759789713473,60.696752233719565,60.696752233719565,Critical
1,4,47,143,144,00144.csv,0.7842169985890046,0.068294974,0.1783848315724727,2.6119759789713473,60.696752233719565,60.696752233719565,Critical
-1,4,47,144,145,00145.csv,0.7776893993249606,0.068294974,0.1783848315724727,2.6119759789713473,60.19152973035181,60.19152973035181,Critical
1,4,47,145,146,00146.csv,0.7776893993249606,0.068294974,0.1783848315724727,2.6119759789713473,60.19152973035181,60.19152973035181,Critical
-1,4,47,146,147,00147.csv,0.7714087817488829,0.068294974,0.1783848315724727,2.6119759789713473,59.70542309204146,59.70542309204146,Critical
1,4,47,147,148,00148.csv,0.7714087817488829,0.068294974,0.1783848315724727,2.6119759789713473,59.70542309204146,59.70542309204146,Critical
-1,4,47,148,149,00149.csv,0.7662188549696427,0.068294974,0.1783848315724727,2.6119759789713473,59.30373363568248,59.30373363568248,Critical
0,24,47,149,150,00150.csv,0.7662188549696427,0.072409597,0.2139656113488228,2.9549344315343005,59.30373363568248,59.30373363568248,Critical
1,4,47,150,151,00151.csv,0.7662188549696427,0.072409597,0.2139656113488228,2.9549344315343005,59.30373363568248,59.30373363568248,Critical
0,24,47,151,152,00152.csv,0.7662188549696427,0.069676839,0.193482418552622,2.7768541358861296,59.30373363568248,59.30373363568248,Critical
-1,4,47,152,153,00153.csv,0.7693520793345446,0.069676839,0.193482418552622,2.7768541358861296,59.54623863533344,59.54623863533344,Critical
0,24,47,153,154,00154.csv,0.7693520793345446,0.071827446,0.2060492409139995,2.868670019451889,59.54623863533344,59.54623863533344,Critical
1,4,47,154,155,00155.csv,0.7693520793345446,0.071827446,0.2060492409139995,2.868670019451889,59.54623863533344,59.54623863533344,Critical
0,24,47,155,156,00156.csv,0.7693520793345446,0.069587426,0.1963859977308065,2.8221477502387646,59.54623863533344,59.54623863533344,Critical
-1,4,47,156,157,00157.csv,0.7743715876771066,0.069587426,0.1963859977308065,2.8221477502387646,59.934738061833684,59.934738061833684,Critical
1,4,47,157,158,00158.csv,0.7743715876771066,0.069587426,0.1963859977308065,2.8221477502387646,59.934738061833684,59.934738061833684,Critical
-1,4,47,158,159,00159.csv,0.7695593894586578,0.069587426,0.1963859977308065,2.8221477502387646,59.562284004486976,59.562284004486976,Critical
1,4,47,159,160,00160.csv,0.7695593894586578,0.069587426,0.1963859977308065,2.8221477502387646,59.562284004486976,59.562284004486976,Critical
-1,4,47,160,161,00161.csv,0.7626540334953867,0.069587426,0.1963859977308065,2.8221477502387646,59.02782392425099,59.02782392425099,Critical
1,4,47,161,162,00162.csv,0.7626540334953867,0.069587426,0.1963859977308065,2.8221477502387646,59.02782392425099,59.02782392425099,Critical
-1,4,47,162,163,00163.csv,0.7600551299539728,0.069587426,0.1963859977308065,2.8221477502387646,58.826674236579905,58.826674236579905,Critical
1,4,47,163,164,00164.csv,0.7600551299539728,0.069587426,0.1963859977308065,2.8221477502387646,58.826674236579905,58.826674236579905,Critical
-1,4,47,164,165,00165.csv,0.0,0.069587426,0.1963859977308065,2.8221477502387646,0.0,0.0,Critical
0,24,47,165,166,00166.csv,0.0,0.073140377,0.1965282732975364,2.687001097868779,0.0,0.0,Critical
1,4,47,166,167,00167.csv,0.0,0.073140377,0.1965282732975364,2.687001097868779,0.0,0.0,Critical
0,24,47,167,168,00168.csv,0.0,0.070272544,0.1961759742128024,2.7916446886112785,0.0,0.0,Critical
-1,4,47,168,169,00169.csv,0.79809724,0.070272544,0.1961759742128024,2.7916446886112785,61.77105383057763,61.77105383057763,Critical
0,24,47,169,170,00170.csv,0.79809724,0.069784777,0.2127495832130119,3.0486531928447933,61.77105383057763,61.77105383057763,Critical
1,4,47,170,171,00171.csv,0.79809724,0.069784777,0.2127495832130119,3.0486531928447933,61.77105383057763,61.77105383057763,Critical
0,24,47,171,172,00172.csv,0.79809724,0.070256471,0.1949135987748632,2.7743152481265847,61.77105383057763,61.77105383057763,Critical
-1,4,47,172,173,00173.csv,0.7898683180809761,0.070256471,0.1949135987748632,2.7743152481265847,61.134152519118835,61.134152519118835,Critical
1,4,47,173,174,00174.csv,0.7898683180809761,0.070256471,0.1949135987748632,2.7743152481265847,61.134152519118835,61.134152519118835,Critical
-1,4,47,174,175,00175.csv,0.783771266,0.070256471,0.1949135987748632,2.7743152481265847,60.662253465437345,60.662253465437345,Critical
1,4,47,175,176,00176.csv,0.783771266,0.070256471,0.1949135987748632,2.7743152481265847,60.662253465437345,60.662253465437345,Critical
-1,4,47,176,177,00177.csv,0.7781418694530252,0.070256471,0.1949135987748632,2.7743152481265847,60.226549970037645,60.226549970037645,Critical
1,4,47,177,178,00178.csv,0.7781418694530252,0.070256471,0.1949135987748632,2.7743152481265847,60.226549970037645,60.226549970037645,Critical
-1,4,47,178,179,00179.csv,0.7693871410826189,0.070256471,0.1949135987748632,2.7743152481265847,59.54895234115666,59.54895234115666,Critical
1,4,47,179,180,00180.csv,0.7693871410826189,0.070256471,0.1949135987748632,2.7743152481265847,59.54895234115666,59.54895234115666,Critical
-1,4,47,180,181,00181.csv,0.7685833335727813,0.070256471,0.1949135987748632,2.7743152481265847,59.48673932440748,59.48673932440748,Critical
0,24,47,181,182,00182.csv,0.7685833335727813,0.071728489,0.210330873,2.9323198624747273,59.48673932440748,59.48673932440748,Critical
1,4,47,182,183,00183.csv,0.7685833335727813,0.071728489,0.210330873,2.9323198624747273,59.48673932440748,59.48673932440748,Critical
0,24,47,183,184,00184.csv,0.7685833335727813,0.070462844,0.2002545177064046,2.841987441017916,59.48673932440748,59.48673932440748,Critical
-1,4,45,0,185,00185.csv,0.7333190700851505,0.070462844,0.2002545177064046,2.841987441017916,56.75735923259045,56.75735923259045,Critical
0,24,45,1,186,00186.csv,0.7333190700851505,0.070112021,0.2196597941031741,3.132983345369179,56.75735923259045,56.75735923259045,Critical
1,4,45,2,187,00187.csv,0.7333190700851505,0.070112021,0.2196597941031741,3.132983345369179,56.75735923259045,56.75735923259045,Critical
0,24,45,3,188,00188.csv,0.7333190700851505,0.063056221,0.194258643814068,3.080721310813536,56.75735923259045,56.75735923259045,Critical
-1,4,45,4,189,00189.csv,0.65645851,0.063056221,0.194258643814068,3.080721310813536,50.80851295607886,50.80851295607886,Critical
1,4,45,5,190,00190.csv,0.65645851,0.063056221,0.194258643814068,3.080721310813536,50.80851295607886,50.80851295607886,Critical
-1,4,45,6,191,00191.csv,0.6340305256583261,0.063056221,0.194258643814068,3.080721310813536,49.07263396960236,49.07263396960236,Critical
1,4,45,7,192,00192.csv,0.6340305256583261,0.063056221,0.194258643814068,3.080721310813536,49.07263396960236,49.07263396960236,Critical
-1,4,45,8,193,00193.csv,0.6195550360853864,0.063056221,0.194258643814068,3.080721310813536,47.95226141245128,47.95226141245128,Critical
1,4,45,9,194,00194.csv,0.6195550360853864,0.063056221,0.194258643814068,3.080721310813536,47.95226141245128,47.95226141245128,Critical
-1,4,45,10,195,00195.csv,0.6102737149646669,0.063056221,0.194258643814068,3.080721310813536,47.23390660825869,47.23390660825869,Critical
1,4,45,11,196,00196.csv,0.6102737149646669,0.063056221,0.194258643814068,3.080721310813536,47.23390660825869,47.23390660825869,Critical
-1,4,45,12,197,00197.csv,0.6013318435316988,0.063056221,0.194258643814068,3.080721310813536,46.541824498524825,46.541824498524825,Critical
0,24,45,13,198,00198.csv,0.6013318435316988,0.06912281,0.2063424777105461,2.9851575436610007,46.541824498524825,46.541824498524825,Critical
1,4,45,14,199,00199.csv,0.6013318435316988,0.06912281,0.2063424777105461,2.9851575436610007,46.541824498524825,46.541824498524825,Critical
0,24,45,15,200,00200.csv,0.6013318435316988,0.062944396,0.1917538079199251,3.046399999134555,46.541824498524825,46.541824498524825,Critical
-1,4,45,16,201,00201.csv,0.584222567,0.062944396,0.1917538079199251,3.046399999134555,45.21760235030413,45.21760235030413,Critical
